ID,FECHA,AÑO,MES,DIA,HORA,COMUNA,LONGITUD,LATITUD,TIPO_CALLE,ACUSADO,VICTIMA,CANT_VICTIMA
2017-0108,2017-09-02,2017,9,2,4,12,-58.49491054,-34.54795581,GRAL PAZ,AUTO,AUTO,2
2017-0109,2017-09-04,2017,9,4,21,7,-58.47130269,-34.63665402,AVENIDA,AUTO,MOTO,1
2017-0110,2017-09-06,2017,9,6,14,1,-58.37048800,-34.60189492,AVENIDA,PASAJEROS,PEATON,1
2017-0111,2017-09-07,2017,9,7,18,4,-58.42023854,-34.64234110,CALLE,CARGAS,PEATON,1
2017-0112,2017-09-10,2017,9,10,9,7,-58.45807401,-34.63997430,AUTOPISTA,OBJETO FIJO,AUTO,2
2017-0112,2017-09-10,2017,9,10,9,7,-58.45807401,-34.63997430,AUTOPISTA,OBJETO FIJO,AUTO,2
2017-0113,2017-09-11,2017,9,11,6,1,-58.37697717,-34.59573848,AVENIDA,PASAJEROS,PEATON,1
2017-0114,2017-09-15,2017,9,15,2,2,-58.39100580,-34.58498660,AVENIDA,OBJETO FIJO,AUTO,1
2017-0115,2017-09-19,2017,9,19,18,5,-58.42182126,-34.63089661,AVENIDA,BICICLETA,MOTO,1
2017-0116,2017-09-20,2017,9,20,22,12,-58.51389422,-34.58075791,GRAL PAZ,OBJETO FIJO,MOTO,1
2017-0118,2017-09-22,2017,9,22,7,4,-58.37585415,-34.65232158,AVENIDA,AUTO,MOTO,1
2017-0120,2017-10-02,2017,10,2,15,9,-58.47297505,-34.66245085,AUTOPISTA,CARGAS,MOTO,1
2017-0123,2017-10-10,2017,10,10,1,8,-58.46855503,-34.67216349,AVENIDA,AUTO,PEATON,1
2017-0124,2017-10-12,2017,10,12,14,15,-58.44254033,-34.59185043,CALLE,PASAJEROS,MOTO,1
2017-0125,2017-10-13,2017,10,13,6,8,-58.46622247,-34.67926929,AVENIDA,OBJETO FIJO,MOTO,1
2017-0126,2017-10-14,2017,10,14,6,8,-58.48003734,-34.68148508,AVENIDA,OBJETO FIJO,AUTO,2
2017-0126,2017-10-14,2017,10,14,6,8,-58.48003734,-34.68148508,AVENIDA,OBJETO FIJO,AUTO,2
2017-0127,2017-10-16,2017,10,16,7,2,-58.41192137,-34.59800248,AVENIDA,MOTO,MOTO,1
2017-0128,2017-10-17,2017,10,17,12,6,-58.44034689,-34.61349731,CALLE,PASAJEROS,PEATON,1
2017-0129,2017-10-26,2017,10,26,19,9,-58.47155277,-34.64925746,AUTOPISTA,PASAJEROS,MOTO,1
2017-0130,2017-10-27,2017,10,27,5,15,-58.47883099,-34.59967065,AVENIDA,CARGAS,AUTO,1
2017-0132,2017-10-30,2017,10,30,14,8,-58.46552171,-34.69374130,AVENIDA,PASAJEROS,MOTO,1
2017-0134,2017-11-06,2017,11,6,18,8,-58.44239720,-34.66777987,AVENIDA,PASAJEROS,PEATON,1
2017-0135,2017-11-07,2017,11,7,12,15,-58.47032551,-34.59626814,AVENIDA,CARGAS,MOTO,1
2017-0136,2017-11-16,2017,11,16,8,4,-58.41827843,-34.65522746,AVENIDA,PASAJEROS,PEATON,1
2017-0137,2017-11-17,2017,11,17,11,11,-58.51280715,-34.59279388,AVENIDA,CARGAS,PEATON,1
2017-0138,2017-11-19,2017,11,19,10,7,-58.46258582,-34.64385704,AVENIDA,OBJETO FIJO,MOTO,1
2017-0139,2017-11-19,2017,11,19,22,8,-58.45064148,-34.68003614,AVENIDA,OBJETO FIJO,AUTO,1
2017-0140,2017-11-19,2017,11,19,23,4,.,.,AUTOPISTA,PASAJEROS,MOTO,1
2017-0141,2017-11-23,2017,11,23,19,6,-58.42717783,-34.62513374,AVENIDA,PASAJEROS,PEATON,1
2017-0143,2017-11-25,2017,11,25,21,11,-58.46442001,-34.60724519,CALLE,PASAJEROS,AUTO,1
2017-0144,2017-11-26,2017,11,26,6,8,-58.47064556,-34.69843756,GRAL PAZ,OBJETO FIJO,AUTO,1
2017-0145,2017-11-26,2017,11,26,17,5,-58.41677733,-34.61223119,CALLE,AUTO,MOTO,1
2017-0147,2017-11-28,2017,11,28,11,9,-58.50251790,-34.67450313,GRAL PAZ,AUTO,MOTO,1
2017-0148,2017-11-29,2017,11,29,10,3,-58.40708125,-34.62438894,AVENIDA,PASAJEROS,PEATON,1
2017-0149,2017-11-30,2017,11,30,12,1,-58.36947198,-34.61477051,AVENIDA,PASAJEROS,PEATON,1
2017-0150,2017-12-04,2017,12,4,1,9,-58.51140889,-34.63934531,AVENIDA,AUTO,PEATON,1
2017-0151,2017-12-04,2017,12,4,2,4,-58.37460912,-34.65559133,CALLE,PASAJEROS,PEATON,1
2017-0152,2017-12-06,2017,12,6,17,4,-58.41146277,-34.65073916,CALLE,PASAJEROS,BICICLETA,1
2017-0153,2017-12-11,2017,12,11,2,6,-58.42855267,-34.61829385,AVENIDA,PASAJEROS,MOTO,2
2017-0153,2017-12-11,2017,12,11,2,6,-58.42855267,-34.61829385,AVENIDA,PASAJEROS,MOTO,2
2017-0154,2017-12-11,2017,12,11,9,4,-58.39035581,-34.63412287,AVENIDA,PASAJEROS,PEATON,1
2017-0155,2017-12-12,2017,12,12,21,7,-58.45593915,-34.62656868,AVENIDA,MOTO,SD,1
2017-0157,2017-12-17,2017,12,17,9,9,-58.52866211,-34.64597065,GRAL PAZ,PASAJEROS,AUTO,1
2017-0158,2017-12-18,2017,12,18,21,11,-58.52037476,-34.59407024,GRAL PAZ,AUTO,MOTO,1
2017-0159,2017-12-20,2017,12,20,4,1,-58.38896772,-34.61799615,AVENIDA,AUTO,MOTO,1
2017-0160,2017-12-22,2017,12,22,13,7,-58.47074114,-34.62771756,AVENIDA,MOTO,PEATON,1
2017-0161,2017-12-26,2017,12,26,15,9,-58.48200819,-34.65969965,AVENIDA,AUTO,PEATON,1
2018-0001,2018-01-01,2018,1,1,22,3,-58.39536773,-34.62297346,AVENIDA,MOTO,PEATON,1
2018-0002,2018-01-03,2018,1,3,16,1,-58.37456088,-34.61895467,CALLE,PASAJEROS,BICICLETA,1
2018-0003,2018-01-05,2018,1,5,10,15,-58.44860217,-34.60395657,AVENIDA,MULTIPLE,PEATON,1
2018-0004,2018-01-09,2018,1,9,9,13,-58.46129513,-34.54332766,AVENIDA,MULTIPLE,MOTO,1
2018-0005,2018-01-09,2018,1,9,22,1,-58.36907201,-34.61953517,AVENIDA,PASAJEROS,PEATON,1
2018-0006,2018-01-10,2018,1,10,21,6,-58.44062219,-34.62499107,CALLE,PASAJEROS,BICICLETA,1
2018-0007,2018-01-11,2018,1,11,2,9,-58.52502765,-34.63601265,AUTOPISTA,AUTO,AUTO,1
2018-0008,2018-01-12,2018,1,12,17,1,-58.36659655,-34.61687778,AVENIDA,CARGAS,MOTO,1
2018-0009,2018-01-14,2018,1,14,2,4,-58.36737389,-34.62763661,AVENIDA,MOTO,MOTO,1
2018-0010,2018-01-18,2018,1,18,5,10,-58.49807953,-34.63038658,CALLE,CARGAS,MOTO,1
2018-0011,2018-01-19,2018,1,19,10,2,-58.39092703,-34.59088447,AVENIDA,PASAJEROS,PEATON,1
2018-0012,2018-01-26,2018,1,26,13,8,-58.46912006,-34.68049201,CALLE,PASAJEROS,MOTO,1
2018-0013,2018-01-28,2018,1,28,8,12,-58.48661286,-34.56786129,AVENIDA,AUTO,MOTO,1
2018-0014,2018-01-31,2018,1,31,20,7,-58.44074927,-34.65080597,AVENIDA,MOTO,PEATON,1
2018-0015,2018-02-06,2018,2,6,1,4,-58.38636298,-34.64684275,AVENIDA,PASAJEROS,MOTO,2
2018-0015,2018-02-06,2018,2,6,1,4,-58.38636298,-34.64684275,AVENIDA,PASAJEROS,MOTO,2
2018-0016,2018-02-15,2018,2,15,10,1,-58.37533517,-34.59276462,AVENIDA,CARGAS,MOTO,1
2018-0017,2018-02-17,2018,2,17,4,7,-58.46963952,-34.63070603,AVENIDA,AUTO,PEATON,1
2018-0018,2018-02-17,2018,2,17,7,4,-58.37207554,-34.64543658,CALLE,CARGAS,MOTO,1
2018-0019,2018-02-17,2018,2,17,12,2,-58.39189441,-34.59176378,AVENIDA,PASAJEROS,PEATON,1
2018-0020,2018-02-19,2018,2,19,22,8,-58.45012957,-34.66518343,AUTOPISTA,CARGAS,MOTO,1
2018-0021,2018-02-22,2018,2,22,10,4,-58.40184094,-34.64546845,AVENIDA,PASAJEROS,PEATON,1
2018-0022,2018-02-24,2018,2,24,0,4,-58.37441153,-34.63966783,AVENIDA,CARGAS,MOTO,1
2018-0023,2018-02-24,2018,2,24,6,6,-58.44110156,-34.62082399,CALLE,AUTO,MOTO,1
2018-0024,2018-02-28,2018,2,28,23,15,-58.47087351,-34.57827342,AVENIDA,CARGAS,PEATON,1
2018-0025,2018-03-04,2018,3,4,22,7,-58.45962210,-34.62245140,AVENIDA,AUTO,PEATON,1
2018-0026,2018-03-09,2018,3,9,4,4,-58.41657793,-34.65476216,AVENIDA,CARGAS,MOVIL,2
2018-0026,2018-03-09,2018,3,9,4,4,-58.41657793,-34.65476216,AVENIDA,CARGAS,MOVIL,2
2018-0027,2018-03-11,2018,3,11,23,5,-58.41911301,-34.63722107,CALLE,MOTO,PEATON,1
2018-0028,2018-03-13,2018,3,13,15,9,-58.47120586,-34.64251042,AVENIDA,CARGAS,PEATON,1
2018-0029,2018-03-15,2018,3,15,18,11,-58.47418944,-34.62049672,AVENIDA,AUTO,MOTO,1
2018-0030,2018-03-20,2018,3,20,1,15,-58.46720441,-34.57905579,AVENIDA,MOTO,MOTO,1
2018-0031,2018-03-28,2018,3,28,10,11,-58.46909362,-34.61779710,AVENIDA,CARGAS,MOTO,1
2018-0032,2018-04-02,2018,4,2,13,13,-58.44704343,-34.56888640,AVENIDA,PASAJEROS,PEATON,1
2018-0033,2018-04-07,2018,4,7,7,10,-58.50535541,-34.62902048,AVENIDA,CARGAS,MOTO,1
2018-0034,2018-04-11,2018,4,11,18,2,-58.40021675,-34.59522198,AVENIDA,PASAJEROS,PEATON,1
2018-0035,2018-04-12,2018,4,12,16,7,-58.46325991,-34.62919627,AVENIDA,PASAJEROS,PEATON,1
2018-0036,2018-04-13,2018,4,13,23,15,-58.49471482,-34.59694755,AVENIDA,AUTO,MOTO,1
2018-0037,2018-04-18,2018,4,18,18,2,-58.39872610,-34.59975962,AVENIDA,CARGAS,PEATON,1
2018-0038,2018-04-20,2018,4,20,17,1,-58.38872177,-34.60885045,AVENIDA,AUTO,PEATON,2
2018-0038,2018-04-20,2018,4,20,17,1,-58.38872177,-34.60885045,AVENIDA,AUTO,PEATON,2
2018-0039,2018-04-21,2018,4,21,22,14,.,.,AUTOPISTA,AUTO,PEATON,1
2018-0040,2018-04-27,2018,4,27,11,13,-58.45686132,-34.57305993,CALLE,CARGAS,PEATON,1
2018-0041,2018-04-27,2018,4,27,13,4,-58.42281627,-34.64282424,AVENIDA,PASAJEROS,PEATON,1
2018-0042,2018-04-27,2018,4,27,18,4,-58.38666024,-34.63953396,CALLE,CARGAS,MOTO,1
2018-0043,2018-04-28,2018,4,28,6,11,-58.49122843,-34.61207587,AVENIDA,AUTO,MOTO,1
2018-0044,2018-04-28,2018,4,28,9,3,-58.40098306,-34.61866627,AVENIDA,AUTO,PEATON,1
2018-0045,2018-04-30,2018,4,30,7,13,-58.45448963,-34.57916920,AVENIDA,CARGAS,AUTO,1
2018-0046,2018-05-02,2018,5,2,3,9,-58.52927982,-34.63931752,GRAL PAZ,AUTO,PEATON,1
2018-0047,2018-05-08,2018,5,8,19,15,-58.44759966,-34.59170240,AVENIDA,PASAJEROS,PEATON,1
2018-0048,2018-05-09,2018,5,9,10,7,-58.46411215,-34.62925068,AVENIDA,PASAJEROS,PEATON,1
2018-0049,2018-05-11,2018,5,11,19,13,-58.46213220,-34.55395823,CALLE,AUTO,PEATON,1
2018-0050,2018-05-14,2018,5,14,18,13,-58.45669422,-34.56203610,AVENIDA,PASAJEROS,PEATON,1
2018-0051,2018-05-15,2018,5,15,21,4,-58.35977160,-34.64341878,CALLE,AUTO,PEATON,1
2018-0052,2018-05-18,2018,5,18,20,15,-58.49820145,-34.59070093,AVENIDA,PASAJEROS,PEATON,1
2018-0053,2018-05-20,2018,5,20,2,3,-58.41059280,-34.59939180,CALLE,AUTO,MOTO,1
2018-0054,2018-05-22,2018,5,22,11,12,-58.47969138,-34.57121563,CALLE,BICICLETA,PEATON,1
2018-0055,2018-05-29,2018,5,29,7,3,-58.40351561,-34.61883916,AVENIDA,AUTO,MOTO,1
2018-0056,2018-06-02,2018,6,2,13,9,-58.51973844,-34.63918987,AVENIDA,PASAJEROS,PEATON,1
2018-0057,2018-06-03,2018,6,3,3,3,-58.39311376,-34.62163006,CALLE,PASAJEROS,MOTO,1
2018-0058,2018-06-03,2018,6,3,6,15,-58.43531242,-34.59082159,AVENIDA,AUTO,MOTO,1
2018-0059,2018-06-08,2018,6,8,6,5,-58.41178165,-34.63035454,AVENIDA,OTRO,MOTO,1
2018-0060,2018-06-08,2018,6,8,12,1,-58.37048800,-34.60189492,AVENIDA,PASAJEROS,PEATON,1
2018-0061,2018-06-10,2018,6,10,11,3,-58.39883882,-34.61964833,CALLE,MOTO,MOTO,1
2018-0062,2018-06-14,2018,6,14,1,6,-58.44110156,-34.62082399,CALLE,CARGAS,PEATON,1
2018-0063,2018-06-16,2018,6,16,21,1,-58.37093138,-34.59952725,AVENIDA,PASAJEROS,PEATON,1
2018-0064,2018-06-25,2018,6,25,1,7,-58.45855262,-34.63953253,AVENIDA,CARGAS,AUTO,1
2018-0065,2018-06-26,2018,6,26,17,1,-58.38161909,-34.59283447,CALLE,CARGAS,MOTO,1
2018-0066,2018-06-28,2018,6,28,11,15,-58.45511899,-34.58698157,AVENIDA,PASAJEROS,PEATON,1
2018-0067,2018-06-29,2018,6,29,16,4,-58.37724226,-34.62973033,AVENIDA,AUTO,PASAJEROS,1
2018-0068,2018-07-01,2018,7,1,9,7,-58.45546217,-34.62930339,AVENIDA,AUTO,MOTO,1
2018-0069,2018-07-04,2018,7,4,21,2,-58.39897064,-34.59954925,AVENIDA,PASAJEROS,BICICLETA,1
2018-0070,2018-07-07,2018,7,7,15,3,-58.40917826,-34.62126274,CALLE,PASAJEROS,MOTO,1
2018-0071,2018-07-10,2018,7,10,17,1,-58.36726348,-34.61099738,AVENIDA,CARGAS,MOTO,1
2018-0072,2018-07-11,2018,7,11,13,8,-58.48267426,-34.68454456,AUTOPISTA,CARGAS,MOTO,1
2018-0073,2018-07-11,2018,7,11,15,4,-58.39546165,-34.65168841,AVENIDA,CARGAS,PEATON,1
2018-0074,2018-07-14,2018,7,14,6,7,-58.46941984,-34.63376545,AVENIDA,CARGAS,AUTO,1
2018-0075,2018-07-15,2018,7,15,7,14,-58.40367321,-34.58129246,AVENIDA,AUTO,PEATON,1
2018-0076,2018-07-16,2018,7,16,9,9,-58.52932872,-34.65014993,CALLE,CARGAS,AUTO,1
2018-0077,2018-07-16,2018,7,16,23,3,-58.40917826,-34.62126274,CALLE,CARGAS,AUTO,1
2018-0078,2018-07-21,2018,7,21,6,2,-58.41264127,-34.59473294,CALLE,AUTO,PEATON,1
2018-0079,2018-07-23,2018,7,23,7,9,-58.50877521,-34.66977709,GRAL PAZ,CARGAS,PEATON,1
2018-0080,2018-07-25,2018,7,25,22,9,-58.51232237,-34.65903530,AVENIDA,AUTO,PEATON,1
2018-0081,2018-07-29,2018,7,29,6,7,-58.44744156,-34.64567171,AVENIDA,MULTIPLE,PEATON,1
2018-0082,2018-08-01,2018,8,1,15,9,-58.49441273,-34.65869968,AVENIDA,CARGAS,MOTO,1
2018-0083,2018-08-02,2018,8,2,5,8,-58.47976785,-34.69153196,GRAL PAZ,CARGAS,MOTO,1
2018-0084,2018-08-03,2018,8,3,7,1,-58.36523349,-34.62260331,AVENIDA,CARGAS,PEATON,1
2018-0085,2018-08-03,2018,8,3,18,3,-58.39118948,-34.62704273,AVENIDA,PASAJEROS,MOTO,2
2018-0085,2018-08-03,2018,8,3,18,3,-58.39118948,-34.62704273,AVENIDA,PASAJEROS,MOTO,2
2018-0086,2018-08-10,2018,8,10,21,9,-58.49019551,-34.65015854,AVENIDA,PASAJEROS,PEATON,1
2018-0087,2018-08-15,2018,8,15,19,5,-58.41644362,-34.63023775,AVENIDA,PASAJEROS,PEATON,1
2018-0088,2018-08-17,2018,8,17,16,12,-58.50073810,-34.54979510,GRAL PAZ,CARGAS,MOTO,1
2018-0089,2018-08-17,2018,8,17,17,4,-58.39626094,-34.63036565,AVENIDA,PASAJEROS,PEATON,1
2018-0090,2018-08-18,2018,8,18,10,8,-58.43284809,-34.67051543,AVENIDA,AUTO,MOTO,1
2018-0091,2018-08-19,2018,8,19,18,9,-58.52280139,-34.63659934,AUTOPISTA,AUTO,AUTO,1
2018-0092,2018-08-20,2018,8,20,8,14,-58.42336930,-34.59774487,AVENIDA,AUTO,MOTO,1
2018-0093,2018-08-20,2018,8,20,8,1,-58.38691681,-34.63105973,CALLE,PASAJEROS,PEATON,1
2018-0094,2018-08-23,2018,8,23,5,14,-58.41169020,-34.58579880,CALLE,PASAJEROS,MOTO,1
2018-0095,2018-08-26,2018,8,26,0,9,-58.46739825,-34.65117757,AVENIDA,AUTO,AUTO,1
2018-0096,2018-08-31,2018,8,31,22,8,-58.44483258,-34.67152226,AUTOPISTA,AUTO,PEATON,1
2018-0097,2018-09-02,2018,9,2,10,8,-58.43254025,-34.66128115,AVENIDA,OTRO,AUTO,1
2018-0098,2018-09-09,2018,9,9,5,8,-58.47199387,-34.69640164,GRAL PAZ,AUTO,AUTO,2
2018-0098,2018-09-09,2018,9,9,5,8,-58.47199387,-34.69640164,GRAL PAZ,AUTO,AUTO,2
2018-0099,2018-09-12,2018,9,12,14,7,-58.46411215,-34.62925068,AVENIDA,PASAJEROS,PEATON,1
2018-0100,2018-09-20,2018,9,20,10,1,-58.36217754,-34.62367156,AVENIDA,AUTO,MOTO,1
2018-0101,2018-09-21,2018,9,21,0,12,-58.48098594,-34.54073130,GRAL PAZ,MULTIPLE,AUTO,1
2018-0102,2018-09-21,2018,9,21,0,4,-58.41083404,-34.64640709,CALLE,AUTO,MOTO,1
2018-0103,2018-09-27,2018,9,27,17,7,-58.44609828,-34.64446729,AVENIDA,MOTO,PEATON,1
2018-0104,2018-10-01,2018,10,1,8,4,-58.37709334,-34.64035082,AUTOPISTA,MOTO,MOTO,1
2018-0105,2018-10-03,2018,10,3,18,7,-58.46963952,-34.63070603,AVENIDA,PASAJEROS,PEATON,1
2018-0106,2018-10-04,2018,10,4,22,13,-58.43674281,-34.55161027,AVENIDA,MOTO,MOTO,1
2018-0107,2018-10-06,2018,10,6,14,3,-58.40596860,-34.61011987,AVENIDA,PASAJEROS,PEATON,1
2018-0108,2018-10-09,2018,10,9,14,1,-58.36154069,-34.60463618,AVENIDA,AUTO,MOTO,1
2018-0109,2018-10-10,2018,10,10,22,1,-58.37062179,-34.60066507,AVENIDA,PASAJEROS,PEATON,1
2018-0110,2018-10-13,2018,10,13,3,15,-58.43220014,-34.60207186,AVENIDA,MOTO,PEATON,1
2018-0111,2018-10-19,2018,10,19,12,9,-58.46958442,-34.64949724,AUTOPISTA,CARGAS,MOTO,1
2018-0112,2018-10-24,2018,10,24,9,15,-58.44671397,-34.59970903,CALLE,CARGAS,MOTO,1
2018-0113,2018-10-25,2018,10,25,11,11,-58.47152163,-34.61474911,CALLE,CARGAS,MOTO,1
2018-0114,2018-10-30,2018,10,30,2,1,-58.39032921,-34.61807951,AVENIDA,AUTO,MOTO,1
2018-0115,2018-10-31,2018,10,31,12,9,-58.52887773,-34.64297861,CALLE,PASAJEROS,PEATON,1
2018-0116,2018-11-01,2018,11,1,10,8,-58.49371157,-34.67981324,GRAL PAZ,CARGAS,PEATON,1
2018-0117,2018-11-04,2018,11,4,8,9,-58.48266599,-34.66012327,AVENIDA,MOTO,MOTO,1
2018-0118,2018-11-05,2018,11,5,14,3,-58.40612253,-34.60774301,AVENIDA,MOTO,PEATON,1
2018-0119,2018-11-05,2018,11,5,22,8,-58.43613623,-34.66292532,AVENIDA,SD,PEATON,1
2018-0120,2018-11-09,2018,11,9,13,12,-58.48250732,-34.57208238,AVENIDA,AUTO,PEATON,1
2018-0121,2018-11-09,2018,11,9,16,10,-58.49945705,-34.63743280,AVENIDA,PASAJEROS,PEATON,1
2018-0122,2018-11-12,2018,11,12,1,8,-58.47743966,-34.67233407,AUTOPISTA,AUTO,AUTO,1
2018-0123,2018-11-12,2018,11,12,3,9,-58.50251790,-34.67450313,GRAL PAZ,SD,AUTO,1
2018-0124,2018-11-15,2018,11,15,19,9,-58.52144411,-34.63682499,AUTOPISTA,CARGAS,CARGAS,1
2018-0125,2018-11-16,2018,11,16,21,4,-58.41650465,-34.65084045,AVENIDA,PASAJEROS,PEATON,1
2018-0126,2018-11-18,2018,11,18,12,9,-58.52994219,-34.64055918,GRAL PAZ,AUTO,MOTO,1
2018-0127,2018-11-19,2018,11,19,9,12,-58.50993046,-34.56919739,GRAL PAZ,MOTO,MOTO,1
2018-0128,2018-11-25,2018,11,25,4,9,-58.52844623,-34.64592873,GRAL PAZ,PASAJEROS,AUTO,2
2018-0128,2018-11-25,2018,11,25,4,9,-58.52844623,-34.64592873,GRAL PAZ,PASAJEROS,AUTO,2
2018-0129,2018-11-28,2018,11,28,4,15,-58.45021367,-34.58695347,AVENIDA,PASAJEROS,MOTO,1
2018-0130,2018-12-03,2018,12,3,3,10,-58.49022072,-34.62770192,AVENIDA,PASAJEROS,MOTO,1
2018-0131,2018-12-07,2018,12,7,19,1,-58.36860866,-34.60106568,AVENIDA,CARGAS,MOTO,1
2018-0132,2018-12-12,2018,12,12,8,2,-58.39490504,-34.57241534,AUTOPISTA,CARGAS,PEATON,1
2018-0133,2018-12-12,2018,12,12,14,7,-58.46963952,-34.63070603,AVENIDA,CARGAS,PEATON,1
2018-0134,2018-12-12,2018,12,12,21,7,-58.42349365,-34.64019887,AVENIDA,MOTO,PEATON,1
2018-0135,2018-12-18,2018,12,18,14,1,-58.37471802,-34.61265002,AVENIDA,PASAJEROS,PEATON,1
2018-0136,2018-12-18,2018,12,18,15,7,-58.46438789,-34.62913916,AVENIDA,PASAJEROS,PEATON,1
2018-0137,2018-12-18,2018,12,18,20,1,-58.38481975,-34.61100424,CALLE,PASAJEROS,MOTO,1
2018-0138,2018-12-21,2018,12,21,9,10,-58.50751833,-34.62073702,CALLE,PASAJEROS,PASAJEROS,1
2018-0139,2018-12-22,2018,12,22,6,7,-58.44682986,-34.63888084,CALLE,MOTO,MOTO,1
2018-0140,2018-12-22,2018,12,22,8,1,-58.36004650,-34.61381341,CALLE,AUTO,AUTO,1
2018-0141,2018-12-22,2018,12,22,17,5,-58.41509546,-34.62085945,AVENIDA,MOTO,PEATON,1
2018-0142,2018-12-25,2018,12,25,13,12,-58.50997604,-34.57251072,GRAL PAZ,PASAJEROS,CARGAS,1
2018-0143,2018-12-29,2018,12,29,5,10,-58.48606475,-34.64047818,AVENIDA,AUTO,MOTO,1
2019-0001,2019-01-08,2019,1,8,8,2,-58.38526125,-34.57805810,AVENIDA,CARGAS,MOTO,1
2019-0002,2019-01-09,2019,1,9,4,7,-58.45463662,-34.65082149,AVENIDA,CARGAS,AUTO,1
2019-0003,2019-01-12,2019,1,12,8,15,-58.49121672,-34.59718073,AVENIDA,AUTO,MOTO,1
2019-0004,2019-01-14,2019,1,14,19,9,-58.47325712,-34.65284605,AVENIDA,PASAJEROS,AUTO,1
2019-0005,2019-01-19,2019,1,19,12,10,-58.52108101,-34.63382309,AVENIDA,CARGAS,MOTO,1
2019-0006,2019-01-23,2019,1,23,5,14,-58.41652702,-34.55509606,AVENIDA,AUTO,PEATON,1
2019-0007,2019-01-26,2019,1,26,19,5,-58.42891604,-34.61071660,CALLE,AUTO,MOTO,1
2019-0008,2019-01-30,2019,1,30,22,8,-58.47802293,-34.69156793,GRAL PAZ,MULTIPLE,MOTO,1
2019-0009,2019-01-31,2019,1,31,14,1,-58.37564821,-34.62200207,AVENIDA,AUTO,MOTO,1
2019-0010,2019-02-02,2019,2,2,7,14,-58.42668489,-34.56961468,AVENIDA,AUTO,PEATON,2
2019-0010,2019-02-02,2019,2,2,7,14,-58.42668489,-34.56961468,AVENIDA,AUTO,PEATON,2
2019-0011,2019-02-10,2019,2,10,1,9,-58.51839930,-34.66252488,GRAL PAZ,AUTO,PEATON,1
2019-0012,2019-02-17,2019,2,17,3,8,-58.48432691,-34.67665828,AVENIDA,AUTO,MOTO,1
2019-0013,2019-02-20,2019,2,20,7,7,-58.43383830,-34.64457699,CALLE,AUTO,PEATON,1
2019-0014,2019-02-20,2019,2,20,17,11,-58.51664939,-34.58657938,CALLE,OBJETO FIJO,MOTO,1
2019-0015,2019-02-23,2019,2,23,6,11,-58.49613012,-34.59703502,AVENIDA,OBJETO FIJO,AUTO,1
2019-0016,2019-02-24,2019,2,24,2,4,-58.38313603,-34.63356284,CALLE,PASAJEROS,MOTO,1
2019-0017,2019-03-03,2019,3,3,7,3,-58.39914719,-34.61632317,CALLE,PASAJEROS,AUTO,1
2019-0018,2019-03-03,2019,3,3,23,13,-58.44927253,-34.54048625,AUTOPISTA,AUTO,PEATON,1
2019-0019,2019-03-06,2019,3,6,12,13,-58.45049163,-34.55374003,AVENIDA,AUTO,MOTO,1
2019-0020,2019-03-07,2019,3,7,21,5,-58.41288952,-34.63572989,AVENIDA,AUTO,MOTO,1
2019-0021,2019-03-15,2019,3,15,22,7,-58.45743597,-34.62561234,AVENIDA,AUTO,MOTO,1
2019-0022,2019-03-15,2019,3,15,0,1,-58.39123782,-34.62352245,AVENIDA,SD,AUTO,1
2019-0023,2019-03-16,2019,3,16,8,9,-58.52922765,-34.63637963,GRAL PAZ,OBJETO FIJO,AUTO,1
2019-0024,2019-03-19,2019,3,19,7,1,-58.37208118,-34.58541957,AVENIDA,CARGAS,MOTO,1
2019-0025,2019-03-22,2019,3,22,13,5,-58.41458534,-34.60937557,CALLE,AUTO,PEATON,1
2019-0026,2019-03-28,2019,3,28,7,8,-58.47976785,-34.69153196,AVENIDA,PASAJEROS,PEATON,1
2019-0027,2019-03-28,2019,3,28,11,2,-58.39990285,-34.59511714,AVENIDA,MULTIPLE,BICICLETA,1
2019-0028,2019-04-06,2019,4,6,9,11,-58.46051346,-34.60588536,AVENIDA,PASAJEROS,PEATON,1
2019-0029,2019-04-07,2019,4,7,10,8,-58.47976785,-34.69153196,AVENIDA,OBJETO FIJO,MOTO,1
2019-0030,2019-04-09,2019,4,9,16,7,-58.45457546,-34.62447891,CALLE,CARGAS,MOTO,1
2019-0031,2019-04-12,2019,4,12,19,1,-58.36951669,-34.59832047,AVENIDA,CARGAS,BICICLETA,1
2019-0032,2019-04-16,2019,4,16,11,11,-58.46415322,-34.60443790,AVENIDA,AUTO,PEATON,1
2019-0033,2019-04-18,2019,4,18,1,1,-58.36607137,-34.62150748,AUTOPISTA,SD,MOTO,1
2019-0034,2019-04-21,2019,4,21,9,7,-58.45537373,-34.65093074,AVENIDA,OBJETO FIJO,MOTO,1
2019-0035,2019-04-23,2019,4,23,14,1,-58.37942637,-34.60053054,CALLE,BICICLETA,PEATON,1
2019-0036,2019-04-26,2019,4,26,22,6,-58.43680440,-34.62147504,CALLE,AUTO,MOTO,1
2019-0037,2019-05-01,2019,5,1,23,3,-58.40778291,-34.61971907,AVENIDA,AUTO,MOTO,1
2019-0038,2019-05-04,2019,5,4,14,13,-58.45212523,-34.54628513,AVENIDA,MOTO,PEATON,1
2019-0105,2019-05-05,2019,5,5,11,10,-58.50512382,-34.61520391,AVENIDA,AUTO,PEATON,1
2019-0039,2019-05-09,2019,5,9,3,7,-58.46749188,-34.63551751,AVENIDA,AUTO,MOTO,1
